time,val_1,val_2
974,20.80,20.77

975,20.80,20.77

976,20.80,20.77

977,20.80,20.76

978,20.80,20.77

979,20.80,20.76

980,20.80,20.76

981,20.80,20.75

982,20.80,20.75

983,20.80,20.77

984,20.80,20.80

985,20.80,20.78

986,20.80,20.77

987,20.80,20.80

988,20.80,20.79

989,20.80,20.82

990,20.80,20.82

991,20.80,20.83

992,20.80,20.79

993,20.80,20.79

994,20.80,20.76

995,20.80,20.77

996,20.80,20.76

997,20.80,20.75

998,20.80,20.76

999,20.80,20.74

1000,20.80,20.72

1001,20.70,20.74

1002,20.70,20.76

1003,20.70,20.76

1004,20.70,20.77

1005,20.70,20.79

1006,20.70,20.82

1007,20.70,20.82

1008,20.70,20.82

1009,20.70,20.84

1010,20.70,20.84

1011,20.70,20.82

1012,20.70,20.83

1013,20.70,20.83

1014,20.70,20.83

1015,20.70,20.85

1016,20.70,20.86

1017,20.70,20.86

1018,20.70,20.85

1019,20.70,20.85

1020,20.70,20.86

1021,20.70,20.85

1022,20.70,20.86

1023,20.70,20.87

1024,20.70,20.88

1025,20.70,20.84

1026,20.80,20.81

1027,20.80,20.82

1028,20.80,20.82

1029,20.80,20.80

1030,20.80,20.81

1031,20.80,20.84

1032,20.80,20.83

1033,20.80,20.82

1034,20.80,20.79

1035,20.80,20.80

1036,20.80,20.80

1037,20.80,20.77

1038,20.80,20.78

1039,20.80,20.79

1040,20.80,20.79

1041,20.80,20.76

1042,20.80,20.76

1043,20.80,20.75

1044,20.80,20.76

1045,20.80,20.77

1046,20.80,20.77

1047,20.80,20.78

1048,20.80,20.76

1049,20.80,20.77

1050,20.80,20.74

1051,20.80,20.76

1052,20.80,20.77

1053,20.80,20.79

1054,20.80,20.80

1055,20.80,20.81

1056,20.80,20.80

1057,20.80,20.80

1058,20.80,20.82

1059,20.80,20.81

1060,20.80,20.82

1061,20.80,20.82

1062,20.80,20.80

1063,20.80,20.80

1064,20.80,20.78

1065,20.80,20.78

1066,20.80,20.77

1067,20.80,20.78

1068,20.80,20.79

1069,20.80,20.79

1070,20.80,20.79

1071,20.80,20.80

1072,20.80,20.78

1073,20.80,20.80

1074,20.80,20.82

1075,20.70,20.80

1076,20.70,20.81

1077,20.70,20.80

1078,20.70,20.80

1079,20.70,20.79

1080,20.70,20.78

